Склад;Поклажедатель;ИНН;Наименование;Артикул;Колво
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, Europrestige, 150х260 см, 60%хл/40%ПЭ, 120 г/м2, цвет - белый, ST (ВРТ): 1/10/30;УТ-00000423;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, Europrestige, 160х260 см, 60%хл/40%ПЭ, 120 г/м2, цвет - белый, ST (СФА): 1/10/30;УТ-00007761;188
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, Europrestige, 220х260 см, 60%хл/40%ПЭ, 120 г/м2, цвет - белый, ST (ВРТ): 1/5/15;УТ-00004593;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, Europrestige, 240х260 см, 60%хл/40%ПЭ, 120 г/м2, цвет - белый, ST (СФА): 1/5/15;УТ-00004843;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, Europrestige, 260х260 см, 60%хл/40%ПЭ, 120 г/м2, цвет - белый, ST (СФА): 1/5/15;УТ-00007481;123
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, перкаль, поликоттон, 150х260 см, ST (Веретье): 10/30;УТ-00001549;24
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, полисатин, 160х260 см, 60%хл/40%ПЭ, 130 г/м2, цвет - белый, Шаанкси (ВРТ): 1/10/30;УТ-00001914;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Простыня, сатин, 160х260 см, 100% хл, 135 г/м2, цвет - белый, Шаанкси (ВРТ): 1/10/30;УТ-00001906;4
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Расческа Organica, в саше (LTC): 1/500;УТ-00000353;49
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Рециркулятор воздуха RayLight M* (Булат): 1/1;00-00000105;85
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Рециркулятор воздуха RayLight XL* (Булат) 1/1;00-00000107;28
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Рожок для обуви Organica, в саше (LTC): 1/1000;УТ-00000354;611
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Салфетка, 30х30см, 450г/м2, 100% хл, цвет-белый, без лого (DKT): 1/250;DK-3030-400;247
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сатин, 240 см, 140 г/м2 Р, 60*40, 100% хлопок (ГТД С Текстиль);117554;4
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сатин, 240 см, 140 г/м2 Р, 60*40, 100% хлопок (С Текстиль);117554;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сатин, 280 см, 140 г/м2 Р, 60*40, 100% хлопок (С Текстиль);117555;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сатин, 310 см, 140 г/м2 Р, 60*40, 100% хлопок (ГТД С Текстиль);117556;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 1;УТ-0000001;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 10;УТ-0000010;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 11;УТ-0000011;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 12;УТ-0000012;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 13;УТ-0000013;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 14 Мантера;УТ-0000014;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 16;УТ-0000016;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 17;УТ-0000017;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 18;Сетевая 18;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 2;УТ-0000002;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 3;УТ-0000003;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 4;УТ-0000004;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 5;УТ-0000005;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 6;УТ-0000006;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 7;УТ-0000007;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 8;УТ-0000008;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Сетевая 9 Эрбелия/Рябина;УТ-0000009;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Тапочки №7/2 эконом махровые с закрытым носком подошва ЭВА /160/160;2001190м;60
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Тапочки гостиничные  махровые, откр. мыс, подошва 3 мм (Галерея Отель): 1/100;УТ-00001907;7
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Тапочки махровые, откр. мыс, подошва 3 мм (КМТ): 1/150;М2-1;3758
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Тик 100% Хлопок, с пуходержащей пропиткой, отбеленный Премиум, 140 г/м2, 40*40, 133*100 (Китай)(ТДЛ);УТ-00009312;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань Sevenco Nanosphere 70/30% хлопок/ПЭ, слоновая кость, 220 см (ST);УТ-00007490;46
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань вафельная, 65%хл/35%ПЭ, 235 г/м2, белая (Вотекс);2973473/028 004 (2105-08);1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань вафельная, 65%хл/35%ПЭ, 235 г/м2, серая (987) (Вотекс);2973473/425 (2105-08) 987;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань вафельная, 80% хлопок/20% ПЭ, белая, 220г/м2 (Varol);VT-002-WT;138
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань вафельная, 80% хлопок/20% ПЭ, кремовая, 220г/м2 (Varol);VT-002-CR;371
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань велюр-махра, Radisson, 100% хлопок, 400г/м2 (DKT);УТ-00008047;62
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань велюр-махра, Radisson, 100% хлопок, 400г/м2 (Varol);VT-003;8
Краснодар;"ООО ""ЙЕТТИ""";2311302784;"Ткань махровая, ""Super Soft"", 50% хлопок/50% ПЭ, белая, 320г/м2 (DKT)";УТ-00008048;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;"Ткань махровая, ""Super Soft"", 50% хлопок/50% ПЭ, белая, 320г/м2 (Varol)";VT-001-1;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;"Ткань махровая, ""Super Soft"", 50% хлопок/50% ПЭ, белая, 330г/м2 (Альфа - м)";УТ-00008884;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;"Ткань махровая, ""Super Soft"", 50% хлопок/50% ПЭ, желтая, 320г/м2 (Varol)";VT-001-YL;56
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 20/2, 420 г/м2, белая (Авангард-СТК);С114/4-ЮА;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 28/1Nm, 380 г/м2, белая (ЛактионовМА);ДСК1-015.00.380;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 350 г/м2, белая (ЛактионовМА);УТ-00008107;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 350 г/м2, темно -коричневая (ЛактионовМА);ДСК1-015.00.350 (сорт 1, ;3
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 350г/м2, цвет бежевый (GLT);УТ-00008065;9
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 380 г/м2, темно -синий (ЛактионовМА);ДСК1-015.00.380 (сорт 1, ;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 400г/м2 (ТекстильКомплект);УТ-00006509;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 400г/м2, цвет белый (ABC);УТ-00008422;8
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань махровая, 100% хлопок, 400г/м2, цвет белый (GLT);УТ-00008064;23
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань непромок.д/наматр., 50% хлопок/50% ПЭ, 160 г/м2 (Shaanxi);УТ-00004995;52
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань непромок.д/наматр., 50% хлопок/50% ПЭ, 165 г/м2 (ТДЛ);УТ-00006949;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань непромок.д/наматр., 80% хлопок/20% ПЭ, 170 г/м2 (ЛСЮ);УТ-00005486;4
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань сатиновая полоса 1см 245TC, 50х/б+50п/э, белая, 2,8м (WellDo);УТ-00005870;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань сатиновая полоса 3см 245TC, 50х/б+50п/э, белая, 2,8м (WellDo);УТ-00005871;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань трикотажная, 100% пэ, сетка, 90 г/м2., 220 см (Престиж);УТ-00007169;7
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, Europrestige, 60% хлопок/40% ПЭ, 120 г/м2, 285см (ST);УТ-00001450;176
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, Europrestige, 60% хлопок/40% ПЭ, 120 г/м2, 310см (ST);УТ-00001451;274
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, RADISSON, сатин, 60% хлопок,40% ПЭ, 285 см (Shaanxi);УТ-00001471;213
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, RADISSON, сатин, 60% хлопок/40% ПЭ, 315 см (Shaanxi);УТ-00001472;111
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, бязь, 100% хлопок, белая, 140г/м2, 220 см (Монолит);УТ-00006408;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, бязь, 100% хлопок, белая, 142г/м2, 220 см (ТДЛ);УТ-00006721;13
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, вафельная, 100% хлопок, 225г/м2, синий, 150 см (Шуя);с358шв;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, вафельная, 100% хлопок, 240г/м2, белая, 150 см (Шуя);УТ-00007971;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, поликоттон, 50% хлопок, 50% ПЭ, белая, 115г/м2, 250 см (WellDo);УТ-00005796;16
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, поликоттон, перкаль, 50% хлопок, 50% ПЭ, белая, 110г/м2, 285 см (Shaanxi);УТ-00005647;30
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, поликоттон, перкаль, 50% хлопок, 50% ПЭ, белая, 110г/м2, 305 см (Shaanxi);УТ-00005644;4
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, Поплин, 100% хлопок, 110 г/м2, 150 см (Русэкспорт);УТ-00005933;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин, 100% хлопок, белая, 135г/м2, 285 см (Shaanxi);УТ-00000420;5
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин, 100% хлопок, белая, 135г/м2, 305 см (Shaanxi);УТ-00000421;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин, 100% хлопок, ТС600, 315см (ST);УТ-00007978;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин-страйп 1х1, 100% хлопок, 135г/м2, 240 см (ТДЛ);УТ-00006103;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин-страйп 1х1, 100% хлопок, 140г/м2, 280 см (С Текстиль);УТ-00009813;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин-страйп 3х3 135г/м2, 100% хлопок, Т245, 320см(WellDo);УТ-00006793;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин-страйп 3х3 140г/м2, 100% хлопок, Т250, 285см(ТексЭксперт);УТ-00007447;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, сатин-страйп 3х3, 100% хлопок, 140г/м2, 280 см (С Текстиль);УТ-00009788;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;Ткань, трига, 330г/м2, 160 см, белый (С Текстиль);152469;89
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) AH) Полотенце,Centium,145x70см, 425 GSM (STF): 25/25;УТ-00002440;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) AH) Простыня, 295х320 см / Flat sheet, 295x320 cm (ST France): 10 шт.;УТ-00002436;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) GREASELIFT 2x2l ВЫСОКОЭФФЕКТИВНОЕ СРЕДСТВО ДЛЯ МЫТЬЯ ПЕЧЕЙ И ГРИЛЕЙ (Эколаб): 2/2;9079400;1
Краснодар;"ООО ""ЙЕТТИ""";2311302784;"У) MAXX BRIAL2 	12x1l (Эколаб): 12/12";9085230;15
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Гель для душа Organica 2.0, в тубе, 20 мл (LTC): 125/500;УТ-00003394;655
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Гель для душа Organica, в саше, 10 мл (LTC): 250/500;УТ-00005103;1252
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Губка для обуви Organica, в саше (LTC): 50/500;УТ-00003404;20
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Губка-люфа натуральная для тела Organica, в саше (LTC): 50/500;УТ-00003407;146
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Зубной набор Organica, в саше (LTC): 50/500;УТ-00003400;664
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Кондиционер для волос Organica 2.0, в тубе, 20 мл (LTC): 125/500;УТ-00003396;130
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Лосьон для тела Organica 2.0, в тубе, 20 мл (LTC): 125/500;УТ-00003397;53
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Лосьон для тела Organica, в тубе, 20 мл, 2.0 (SYC): 200/400;УТ-00009708;2
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Мыло Organica 2.0, форма - овал, 20 г. (LTC): 125/500;УТ-00003398;36
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Наволочка, Europrestige, 70х70 см, 60%хл/40%ПЭ, 120 г/м2, цвет - белый, ST (ВРТ): 10/100;УТ-00001843;81
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Наволочка, полисатин, 50х70 см,  60%хл/40%ПЭ, 130 г/м2, цвет - белый, Шаанкси (Веретье): 10 шт.;УТ-00001918;38
Краснодар;"ООО ""ЙЕТТИ""";2311302784;У) Наволочка, сатин, 50х70 см, 100% хл, цвет - белый, Шаанкси (Веретье): 10 шт.;УТ-00001520;106
